Gene Symbol	Gene ID	Cytoband	P2_LG	P6_LG	P7_LG	P8_LG	P1_LG	P4_LG	P5_LG	P9_LG	P8_2_LG
ZNF559-ZNF177	100529215	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.193	-0.358
ZNF559	84527	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.193	-0.358
ZNF177	7730	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.193	-0.358
ZNF266	10781	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.193	-0.358
ZNF560	147741	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.193	-0.358
ZNF426	79088	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.384	-0.358
LOC101928238	101928238	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
ZNF121	7675	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
ZNF561	93134	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
ZNF561-AS1	284385	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
ZNF562	54811	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
ZNF846	162993	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
FBXL12	54850	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
UBL5	59286	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
PIN1	5300	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
OLFM2	93145	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
COL5A3	50509	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	-0.122	-0.511	-0.358
RDH8	50700	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	0.180	-0.511	-0.358
MIR5589	100847093	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	0.481	-0.511	-0.358
C3P1	388503	19p13.2	0.231	-0.288	0.311	0.093	0.159	0.091	0.481	-0.511	-0.358
C19orf66	55337	19p13.2	0.231	-0.288	0.508	0.093	0.159	0.091	0.481	-0.511	-0.358
ANGPTL6	83854	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
PPAN-P2RY11	692312	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
PPAN	56342	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
SNORD105B	100113382	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
SNORD105	692229	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
EIF3G	8666	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
P2RY11	5032	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.358
DNMT1	1786	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.560
S1PR2	9294	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR4322	100422925	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MRPL4	51073	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ICAM1	3383	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ICAM4	3386	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ICAM5	7087	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ZGLP1	100125288	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
FDX1L	112812	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
RAVER1	125950	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ICAM3	3385	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
TYK2	7297	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
CDC37	11140	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR1181	100302213	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
PDE4A	5141	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
KEAP1	9817	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
S1PR5	53637	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ATG4D	84971	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
KRI1	65095	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR1238	100302226	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
AP1M2	10053	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
CDKN2D	1032	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
SLC44A2	57153	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ILF3-AS1	147727	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
ILF3	3609	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
QTRT1	81890	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
DNM2	1785	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR638	693223	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR4748	100616425	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR199A1	406976	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
MIR6793	102466737	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
TMED1	11018	19p13.2	0.231	-0.288	0.705	0.093	0.159	0.091	0.481	-0.511	-0.617
C19orf38	255809	19p13.2	0.231	-0.288	0.544	0.093	0.159	0.091	0.481	-0.511	-0.617
CARM1	10498	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.365	-0.511	-0.617
YIPF2	78992	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
C19orf52	90580	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
SMARCA4	6597	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
LDLR	3949	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
MIR6886	102465534	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
SPC24	147841	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
KANK2	25959	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
DOCK6	57572	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
LOC105372273	105372273	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ANGPTL8	55908	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
TSPAN16	26526	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
RAB3D	9545	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
CCDC159	126075	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
TMEM205	374882	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
PLPPR2	64748	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
EPOR	2057	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
SWSAP1	126074	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
RGL3	57139	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
CCDC151	115948	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
PRKCSH	5589	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ELAVL3	1995	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ZNF653	115950	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
MIR7974	102465856	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ECSIT	51295	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
CNN1	1264	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ELOF1	84337	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ACP5	54	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.617
ZNF627	199692	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.551
HNRNPA1P10	664709	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.451
ZNF833P	401898	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.451
ZNF823	55552	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.511	-0.451
ZNF441	126068	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.434	-0.451
ZNF491	126069	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF440	126070	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF439	90594	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF69	7620	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF700	90592	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF763	284390	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
LOC101928464	101928464	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF433	163059	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF878	729747	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF844	284391	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF788	388507	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF20	7568	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF625-ZNF20	100529855	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF625	90589	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF136	7695	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
LOC100289333	100289333	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF44	51710	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF563	147837	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF442	79973	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF799	90576	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF443	10224	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF709	163051	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.318	-0.451
ZNF564	163050	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.438	-0.451
ZNF490	57474	19p13.2	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
ZNF791	163049	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MAN2B1	4125	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
WDR83	84292	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
DHPS	1725	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
WDR83OS	51398	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
FBXW9	84261	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
LOC105372280	105372280	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
SNORD135	106633804	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
SNORD41	26810	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
TNPO2	30000	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
C19orf43	79002	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
ASNA1	439	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
BEST2	54831	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
HOOK2	29911	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
JUNB	3726	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MIR5684	100847071	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
PRDX2	7001	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
RNASEH2A	10535	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
RTBDN	83546	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MAST1	22983	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MIR6794	102466196	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
DNASE2	1777	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
KLF1	10661	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
GCDH	2639	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
SYCE2	256126	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
FARSA	2193	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MIR5695	100847016	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
CALR	811	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
MIR6515	102466659	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
RAD23A	5886	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
GADD45GIP1	90480	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
DAND5	199699	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.498	-0.451
NFIX	4784	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	0.087	0.104
LYL1	4066	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.020	0.413
TRMT1	55621	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.046
NACC1	112939	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
STX10	8677	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
IER2	9592	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
CACNA1A	773	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
CCDC130	81576	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MRI1	84245	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
C19orf53	28974	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
ZSWIM4	65249	19p13.13	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
LOC284454	284454	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR23A	407010	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR24-2	407013	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR27A	407018	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR181C	406957	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
C19orf57	79173	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR181D	574457	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
NANOS3	342977	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
CC2D1A	54862	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
PODNL1	79883	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
DCAF15	90379	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
RFX1	5989	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
IL27RA	9466	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
RLN3	117579	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
PALM3	342979	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR1199	102466515	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MISP3	113230	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
C19orf67	646457	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
PRKACA	5566	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
SAMD1	90378	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
ASF1B	55723	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
LOC100507373	100507373	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
ADGRL1	22859	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
LOC105372288	105372288	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
LOC101928845	101928845	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
ADGRE5	976	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
DDX39A	10212	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
PKN1	5585	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
PTGER1	5731	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
GIPC1	10755	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
DNAJB1	3337	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
MIR639	693224	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.172	-0.451	-0.506
TECR	9524	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	0.070	-0.451	-0.506
NDUFB7	4713	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	-0.187	-0.451	-0.506
CLEC17A	388512	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	-0.187	-0.451	-0.506
ADGRE3	84658	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	-0.187	-0.451	-0.506
SNORA104	106635534	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	-0.187	-0.451	-0.506
ZNF333	84449	19p13.12	0.231	-0.288	0.303	0.093	0.159	0.091	-0.187	-0.360	-0.506
ADGRE2	30817	19p13.12	0.231	-0.288	0.122	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR7C1	26664	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR7A5	26659	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR7A10	390892	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR7A17	26333	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR7C2	26658	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
SLC1A6	6511	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
CCDC105	126402	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
CASP14	23581	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
OR1I1	126370	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
SYDE1	85360	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
ILVBL	10994	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
NOTCH3	4854	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
MIR6795	102465476	19p13.12	0.231	-0.288	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.506
EPHX3	79852	19p13.12	0.231	-0.221	0.014	0.093	0.159	0.091	-0.187	-0.306	-0.319
BRD4	23476	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.091	-0.306	-0.225
AKAP8	10270	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.225
AKAP8L	26993	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.225
WIZ	58525	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.225
MIR1470	100302127	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.225
RASAL3	64926	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.353
PGLYRP2	114770	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.545
CYP4F22	126410	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.174	-0.306	-0.545
CYP4F8	11283	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	0.002	-0.115	-0.186
CYP4F3	4051	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
CYP4F12	66002	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
OR10H2	26538	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
OR10H3	26532	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
CYP4F24P	388514	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
OR10H5	284433	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
OR10H1	26539	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
UCA1	652995	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
LOC102724279	102724279	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
CYP4F2	8529	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
CYP4F11	57834	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
OR10H4	126541	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
LINC00661	126536	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
LINC00905	148231	19p13.12	0.231	-0.087	0.014	0.093	0.159	0.091	-0.229	-0.039	-0.043
TPM4	7171	19p13.12	0.231	-0.087	0.203	0.093	0.159	0.091	0.203	-0.365	-0.375
RAB8A	4218	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
HSH2D	84941	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
CIB3	117286	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
FAM32A	26017	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
AP1M1	8907	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
KLF2	10365	19p13.11	0.231	-0.087	0.392	0.093	0.159	0.091	0.347	-0.474	-0.485
EPS15L1	58513	19p13.11	0.231	-0.087	0.392	0.558	0.159	0.091	0.347	-0.474	-0.485
CALR3	125972	19p13.11	0.231	-0.087	0.392	0.630	0.159	0.091	0.347	-0.474	-0.485
C19orf44	84167	19p13.11	0.231	-0.087	0.392	0.357	0.159	0.091	0.347	-0.474	-0.485
CHERP	10523	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.474	-0.485
SLC35E1	79939	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.474	-0.485
MED26	9441	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.474	-0.485
SMIM7	79086	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.474	-0.615
TMEM38A	79041	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.474	-0.745
NWD1	284434	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.347	-0.431	-0.745
SIN3B	23309	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	0.146	-0.323	-0.460
CPAMD8	27151	19p13.11	0.231	-0.087	0.392	0.084	0.159	0.091	-0.156	-0.323	-0.388
