chromosome	start	end	strand	gene_name	gene_type
chr17	74935898	74949992	+	OTOP3	protein_coding
chr17	74950742	74973166	-	HID1	protein_coding
chr17	74970704	74975728	+	HID1-AS1	lncRNA
chr17	74987632	75005800	+	CDR2L	protein_coding
chr17	75012670	75021261	+	MRPL58	protein_coding
chr17	75031097	75031186	+	RNU6-362P	snRNA
chr17	75032575	75065889	+	KCTD2	protein_coding
chr17	75038863	75046985	-	ATP5PD	protein_coding
chr17	75041740	75042015	+	RN7SL573P	misc_RNA
chr17	75060491	75060620	-	ENSG00000270993	processed_pseudogene
chr17	75074306	75079549	+	TRIM80P	unitary_pseudogene
chr17	75087727	75106162	+	SLC16A5	protein_coding
chr17	75089862	75089974	-	Y_RNA	misc_RNA
chr17	75109952	75130272	+	ARMC7	protein_coding
chr17	75130225	75131757	-	NT5C	protein_coding
chr17	75130883	75133043	+	ENSG00000279035	TEC
chr17	75135248	75168281	-	JPT1	protein_coding
chr17	75138416	75141350	-	ENSG00000265800	lncRNA
chr17	75145261	75146546	-	ENSG00000263786	lncRNA
chr17	75145670	75145762	+	Y_RNA	misc_RNA
chr17	75165586	75182959	-	SUMO2	protein_coding
chr17	75205659	75235758	+	NUP85	protein_coding
chr17	75236599	75262363	-	GGA3	protein_coding
chr17	75261674	75266376	+	MRPS7	protein_coding
chr17	75266228	75271231	-	MIF4GD	protein_coding
chr17	75271369	75273895	+	MIF4GD-DT	lncRNA
chr17	75272981	75289510	-	SLC25A19	protein_coding
chr17	75318076	75405709	-	GRB2	protein_coding
chr17	75338827	75339147	+	ENSG00000228007	processed_pseudogene
chr17	75344405	75373662	+	ENSG00000265987	lncRNA
chr17	75370947	75373736	-	ENSG00000264853	lncRNA
chr17	75394123	75394963	+	ENSG00000265342	lncRNA
chr17	75406069	75406162	+	MIR3678	miRNA
chr17	75409086	75409188	-	RNU6-938P	snRNA
chr17	75431990	75432087	+	Y_RNA	misc_RNA
chr17	75441159	75500452	+	TMEM94	protein_coding
chr17	75498548	75498628	+	MIR6785	miRNA
chr17	75500261	75515537	-	CASKIN2	protein_coding
chr17	75515944	75524735	+	TSEN54	protein_coding
chr17	75525080	75575209	+	LLGL2	protein_coding
chr17	75587800	75626849	+	MYO15B	protein_coding
chr17	75626845	75667189	-	RECQL5	protein_coding
chr17	75633434	75641404	+	SMIM5	protein_coding
chr17	75646243	75647975	+	SMIM6	protein_coding
chr17	75667251	75708062	+	SAP30BP	protein_coding
chr17	75679474	75679967	-	ENSG00000264829	lncRNA
chr17	75683543	75684799	-	ENSG00000264270	lncRNA
chr17	75721328	75757818	+	ITGB4	protein_coding
chr17	75751594	75765236	-	GALK1	protein_coding
chr17	75776434	75785893	-	H3-3B	protein_coding
chr17	75784521	75784607	-	MIR4738	miRNA
chr17	75784806	75825799	+	UNK	protein_coding
chr17	75818815	75820055	-	ENSG00000266980	lncRNA
chr17	75827225	75844552	-	UNC13D	protein_coding
chr17	75845699	75856507	-	WBP2	protein_coding
chr17	75874164	75878581	-	TRIM47	protein_coding
chr17	75876372	75879546	+	ENSG00000267801	lncRNA
chr17	75880335	75896951	-	TRIM65	protein_coding
chr17	75897060	75900148	+	ENSG00000267342	lncRNA
chr17	75898644	75905093	-	MRPL38	protein_coding
chr17	75898645	75930129	-	ENSG00000267426	protein_coding
chr17	75909574	75941140	-	FBF1	protein_coding
chr17	75941507	75979177	-	ACOX1	protein_coding
chr17	75943832	75945142	+	ENSG00000267615	lncRNA
chr17	75979231	76005999	+	TEN1-CDK3	protein_coding
chr17	75979240	76000586	+	TEN1	protein_coding
chr17	76000855	76005999	+	CDK3	protein_coding
chr17	76004502	76027306	-	EVPL	protein_coding
chr17	76038775	76072517	-	SRP68	protein_coding
chr17	76071961	76083666	+	ZACN	protein_coding
chr17	76074781	76077537	+	GALR2	protein_coding
chr17	76081016	76121576	-	EXOC7	protein_coding
chr17	76090308	76091669	+	ENSG00000279382	TEC
chr17	76098019	76098076	-	MIR6868	miRNA
chr17	76136333	76141245	-	FOXJ1	protein_coding
chr17	76138432	76154650	+	RNF157-AS1	lncRNA
chr17	76142465	76240493	-	RNF157	protein_coding
chr17	76202644	76202796	-	ATP5MGP6	processed_pseudogene
chr17	76225751	76226806	-	ATF4P3	processed_pseudogene
chr17	76265348	76271298	+	UBALD2	protein_coding
chr17	76274049	76308276	-	QRICH2	protein_coding
chr17	76309478	76384521	-	PRPSAP1	protein_coding
chr17	76319376	76319473	+	Y_RNA	misc_RNA
chr17	76337316	76337422	+	RNU6-24P	snRNA
chr17	76345761	76346081	+	ENSG00000267518	processed_pseudogene
chr17	76376584	76387860	+	SPHK1	protein_coding
chr17	76389456	76453152	-	UBE2O	protein_coding
chr17	76430417	76431124	-	RPL7P49	processed_pseudogene
chr17	76453351	76470117	+	AANAT	protein_coding
chr17	76470891	76501790	-	RHBDF2	protein_coding
chr17	76527356	76551175	-	CYGB	protein_coding
chr17	76527586	76553578	+	PRCD	protein_coding
chr17	76545668	76557683	-	ENSG00000267546	lncRNA
chr17	76549951	76550826	+	ENSG00000267543	lncRNA
chr17	76551352	76551750	+	ENSG00000272386	lncRNA
chr17	76557733	76565357	+	SNHG16	lncRNA
chr17	76558791	76558868	+	SNORD1C	snoRNA
chr17	76561109	76561192	+	SNORD1B	snoRNA
chr17	76561634	76561705	+	SNORD1A	snoRNA
chr17	76563710	76570544	-	ENSG00000284526	protein_coding
chr17	76565377	76586956	-	ST6GALNAC2	protein_coding
chr17	76569792	76571240	+	ENSG00000267078	lncRNA
chr17	76595584	76595772	-	ENSG00000267084	processed_pseudogene
chr17	76617959	76619128	-	ENSG00000286750	lncRNA
chr17	76624761	76643786	-	ST6GALNAC1	protein_coding
chr17	76656320	76656422	+	RNU6-227P	snRNA
chr17	76671942	76673658	+	ENSG00000261335	lncRNA
chr17	76672551	76711004	-	MXRA7	protein_coding
chr17	76703632	76703727	-	RNY4P36	misc_RNA
chr17	76709760	76710045	+	ENSG00000277382	lncRNA
chr17	76712832	76726799	-	JMJD6	protein_coding
chr17	76721216	76721396	-	ENSG00000274051	misc_RNA
chr17	76726830	76733936	+	METTL23	protein_coding
chr17	76732978	76738522	+	ENSG00000267168	protein_coding
chr17	76734115	76737333	-	SRSF2	protein_coding
chr17	76735865	76781449	+	MFSD11	protein_coding
chr17	76736450	76736548	-	MIR636	miRNA
chr17	76752912	76753015	+	RNU6-97P	snRNA
chr17	76799044	76807102	+	LINC02080	lncRNA
chr17	76831684	76841099	-	ENSG00000287836	lncRNA
chr17	76849840	76861836	+	LINC00868	lncRNA
chr17	76868404	76950393	+	MGAT5B	protein_coding
chr17	76950317	76969156	-	ENSG00000267568	lncRNA
chr17	76957023	76958222	-	ENSG00000267521	lncRNA
chr17	76966285	76969530	-	ENSG00000280122	TEC
chr17	77014880	77015138	+	Metazoa_SRP	misc_RNA
chr17	77086716	77099902	+	SNHG20	lncRNA
chr17	77088749	77217101	+	SEC14L1	protein_coding
chr17	77089307	77089493	+	SCARNA16	scaRNA
chr17	77089417	77089497	+	MIR6516	miRNA
chr17	77152561	77152674	-	RNU4-47P	snRNA
chr17	77198950	77199543	-	CYCSP40	processed_pseudogene
chr17	77257737	77281897	-	SEPTIN9-DT	lncRNA
chr17	77264180	77264776	-	ENSG00000265121	lncRNA
chr17	77280569	77500596	+	SEPTIN9	protein_coding
chr17	77373818	77377236	-	ENSG00000266998	lncRNA
chr17	77386901	77388546	-	ENSG00000287257	lncRNA
chr17	77396984	77397054	-	MIR4316	miRNA
chr17	77442109	77442213	+	Y_RNA	misc_RNA
chr17	77444704	77447167	+	ENSG00000279801	TEC
chr17	77469068	77471045	+	ENSG00000267263	lncRNA
chr17	77469162	77472770	-	ENSG00000267016	lncRNA
chr17	77516887	77536601	+	ENSG00000267665	lncRNA
chr17	77546940	77563244	+	ENSG00000267506	lncRNA
chr17	77548129	77550499	+	ENSG00000286534	lncRNA
chr17	77563368	77568695	-	ENSG00000267466	lncRNA
chr17	77571418	77572516	+	ENSG00000279572	TEC
chr17	77590532	77680687	+	ENSG00000285535	lncRNA
chr17	77722872	77728559	-	LINC01987	lncRNA
chr17	77877330	77884119	-	LINC01973	lncRNA
chr17	77920098	77920258	+	RNU1-80P	snRNA
chr17	77958703	78108822	+	TNRC6C	protein_coding
chr17	78008421	78008855	+	ENSG00000279600	TEC
chr17	78066258	78066761	-	UBE2V2P2	processed_pseudogene
chr17	78066947	78067053	+	RNU6-625P	snRNA
chr17	78107397	78132407	-	TMC6	protein_coding
chr17	78130770	78142968	+	TMC8	protein_coding
chr17	78146385	78166297	+	C17orf99	protein_coding
chr17	78157403	78159135	+	EIF5AP2	processed_pseudogene
chr17	78168581	78173527	+	SYNGR2	protein_coding
chr17	78174091	78187233	-	TK1	protein_coding
chr17	78187358	78207702	+	AFMID	protein_coding
chr17	78211618	78211908	-	ENSG00000267624	processed_pseudogene
chr17	78214186	78225636	+	BIRC5	protein_coding
chr17	78231310	78240987	+	TMEM235	protein_coding
chr17	78248193	78251440	+	ENSG00000283914	lncRNA
chr17	78248493	78254416	-	THA1P	unitary_pseudogene
chr17	78250346	78250932	-	ENSG00000279886	TEC
chr17	78261349	78278492	-	LINC01993	lncRNA
chr17	78315729	78347798	+	ENSG00000267737	lncRNA
chr17	78356778	78360077	-	SOCS3	protein_coding
chr17	78360417	78373911	+	SOCS3-DT	lncRNA
chr17	78370852	78371135	-	RN7SL236P	misc_RNA
chr17	78378649	78425114	+	PGS1	protein_coding
chr17	78399935	78400063	+	ENSG00000200063	snoRNA
chr17	78423697	78577396	-	DNAH17	protein_coding
chr17	78484882	78503056	+	DNAH17-AS1	lncRNA
chr17	78522247	78522828	+	ENSG00000267770	processed_pseudogene
chr17	78532813	78533055	-	RN7SL454P	misc_RNA
chr17	78605233	78632155	-	SCAT1	lncRNA
chr17	78674048	78782297	-	CYTH1	protein_coding
chr17	78691266	78691979	-	ENSG00000279570	TEC
chr17	78696694	78696797	-	RNU6-638P	snRNA
chr17	78787381	78841441	-	USP36	protein_coding
chr17	78845345	78846686	+	ENSG00000287539	lncRNA
chr17	78845953	78846868	-	RPL9P29	processed_pseudogene
chr17	78852977	78925387	-	TIMP2	protein_coding
chr17	78855478	78855844	+	ENSG00000267601	lncRNA
chr17	78870910	78903217	-	CEP295NL	protein_coding
chr17	78897264	78900152	+	ENSG00000279339	TEC
chr17	78903263	78905024	+	ENSG00000267491	lncRNA
chr17	78971238	78979947	-	LGALS3BP	protein_coding
chr17	78991716	79009867	-	CANT1	protein_coding
chr17	79018131	79027673	-	C1QTNF1-AS1	lncRNA
chr17	79022814	79049788	+	C1QTNF1	protein_coding
chr17	79074824	79088599	+	ENGASE	protein_coding
chr17	79089345	79611051	-	RBFOX3	protein_coding
chr17	79132722	79136402	+	ENSG00000266711	lncRNA
chr17	79598032	79603921	-	ENSG00000263278	lncRNA
chr17	79707176	79707249	-	MIR4739	miRNA
chr17	79707266	79712317	+	LINC02078	lncRNA
chr17	79730943	79742219	+	ENPP7	protein_coding
chr17	79778148	79787983	+	CBX2	protein_coding
chr17	79792132	79801683	-	CBX8	protein_coding
chr17	79800598	79802529	+	ENSG00000262768	lncRNA
chr17	79819083	79827704	+	LINC01977	lncRNA
chr17	79833156	79839440	-	CBX4	protein_coding
chr17	79848058	79850110	-	ENSG00000262343	lncRNA
chr17	79915252	79926725	-	LINC01979	lncRNA
chr17	79919310	79925999	+	LINC01978	lncRNA
chr17	79932343	80035872	-	TBC1D16	protein_coding
chr17	79952663	79952992	+	ENSG00000275516	lncRNA
chr17	79991944	79992841	-	ENSG00000262172	lncRNA
chr17	80023894	80026107	+	ENSG00000261978	lncRNA
chr17	80036632	80100613	+	CCDC40	protein_coding
chr17	80047448	80071544	-	ENSG00000289689	lncRNA
chr17	80098828	80098877	+	MIR1268B	miRNA
chr17	80101556	80119881	+	GAA	protein_coding
chr17	80134369	80147151	-	EIF4A3	protein_coding
chr17	80147250	80148596	+	ENSG00000279259	TEC
chr17	80149627	80149798	+	ENSG00000275479	lncRNA
chr17	80169992	80209331	+	CARD14	protein_coding
chr17	80200673	80205949	-	ENSG00000262580	lncRNA
chr17	80206716	80220923	-	SGSH	protein_coding
chr17	80219699	80253500	+	SLC26A11	protein_coding
chr17	80260852	80398794	+	RNF213	protein_coding
chr17	80315651	80316633	+	ENSG00000262979	lncRNA
chr17	80333841	80334366	-	ENSG00000276863	lncRNA
chr17	80339898	80342058	+	ENSG00000280248	TEC
chr17	80351828	80415168	-	RNF213-AS1	lncRNA
chr17	80415165	80438086	+	ENDOV	protein_coding
chr17	80419418	80419493	+	MIR4730	miRNA
chr17	80453735	80454729	-	ENSG00000260369	lncRNA
chr17	80463451	80465593	-	ENSG00000279273	TEC
chr17	80466834	80477843	-	NPTX1	protein_coding
chr17	80515215	80515389	+	ENSG00000262000	processed_pseudogene
chr17	80515657	80515812	+	ENSG00000271340	processed_pseudogene
chr17	80542203	80542605	+	RPL32P31	processed_pseudogene
chr17	80544819	80966371	+	RPTOR	protein_coding
chr17	80602549	80602926	-	RPL31P7	processed_pseudogene
chr17	80801640	80805632	-	ENSG00000262833	lncRNA
chr17	80824170	80826900	-	ENSG00000287403	lncRNA
chr17	80940418	80942033	-	ENSG00000262313	lncRNA
chr17	80960766	80961713	-	ENSG00000262662	lncRNA
chr17	80966239	80971213	-	ENSG00000261924	lncRNA
chr17	80976454	80976948	+	RPL12P37	processed_pseudogene
chr17	80991598	81009517	+	CHMP6	protein_coding
chr17	80999509	81000130	-	ENSG00000263218	lncRNA
chr17	81003335	81005132	+	ENSG00000280351	TEC
chr17	81017969	81028079	-	ENSG00000262873	lncRNA
chr17	81023545	81025503	-	ENSG00000262098	lncRNA
chr17	81029130	81034881	-	BAIAP2-DT	lncRNA
chr17	81035122	81117434	+	BAIAP2	protein_coding
chr17	81110487	81166221	-	AATK	protein_coding
chr17	81125276	81125373	-	MIR657	miRNA
chr17	81125877	81125955	+	MIR3065	miRNA
chr17	81125883	81125949	-	MIR338	miRNA
chr17	81133196	81133308	-	MIR1250	miRNA
chr17	81135771	81136256	+	ENSG00000263167	lncRNA
chr17	81165507	81183166	+	PVALEF	protein_coding
chr17	81189593	81222999	-	CEP131	protein_coding
chr17	81197393	81200288	+	ENSG00000262115	lncRNA
chr17	81228277	81239091	-	TEPSIN	protein_coding
chr17	81228707	81233983	+	ENSG00000260005	lncRNA
chr17	81239305	81241310	+	NDUFAF8	protein_coding
chr17	81244811	81295547	-	SLC38A10	protein_coding
chr17	81251194	81251803	+	ENSG00000276101	lncRNA
chr17	81262920	81265401	+	ENSG00000279187	TEC
chr17	81303771	81309252	-	LINC00482	lncRNA
chr17	81311270	81330674	-	TMEM105	lncRNA
chr17	81339183	81345966	-	RENO1	lncRNA
chr17	81362272	81374214	+	ENSG00000263154	lncRNA
chr17	81375144	81385464	-	ENSG00000262223	lncRNA
chr17	81387415	81387766	+	ENSG00000274833	lncRNA
chr17	81388126	81390319	-	ENSG00000262877	lncRNA
chr17	81395457	81466332	+	BAHCC1	protein_coding
chr17	81395609	81397144	-	ENSG00000279692	TEC
chr17	81400716	81400778	-	MIR4740	miRNA
chr17	81451104	81451188	-	MIR3186	miRNA
chr17	81461013	81461937	-	ENSG00000263271	lncRNA
chr17	81480523	81481570	-	LINC01971	lncRNA
chr17	81481652	81482743	+	ENSG00000289140	lncRNA
chr17	81509413	81523847	-	ACTG1	protein_coding
chr17	81514047	81527776	+	ENSG00000229848	lncRNA
chr17	81515062	81516412	+	ENSG00000289182	lncRNA
chr17	81528377	81537130	+	FSCN2	protein_coding
chr17	81539885	81553961	-	FAAP100	protein_coding
chr17	81556887	81648465	-	NPLOC4	protein_coding
chr17	81573490	81573602	+	Y_RNA	misc_RNA
chr17	81637171	81648754	+	TSPAN10	protein_coding
chr17	81650459	81663112	-	PDE6G	protein_coding
chr17	81665036	81666635	-	OXLD1	protein_coding
chr17	81666737	81673904	+	CCDC137	protein_coding
chr17	81681187	81683797	-	ARL16	protein_coding
chr17	81683326	81703138	+	HGS	protein_coding
chr17	81693757	81693869	+	MIR6786	miRNA
chr17	81697025	81697714	-	ENSG00000275902	lncRNA
chr17	81701324	81703300	-	ENSG00000262049	lncRNA
chr17	81703367	81707517	+	MRPL12	protein_coding
chr17	81703371	81720539	+	ENSG00000262660	protein_coding
chr17	81712236	81721016	+	SLC25A10	protein_coding
chr17	81804132	81814008	+	GCGR	protein_coding
chr17	81822361	81833302	-	MCRIP1	protein_coding
chr17	81833492	81835050	-	PPP1R27	protein_coding
chr17	81843159	81860856	-	P4HB	protein_coding
chr17	81843165	81843958	+	ENSG00000262831	lncRNA
chr17	81862778	81863102	+	ENSG00000278876	TEC
chr17	81867721	81868552	+	ENSG00000262413	lncRNA
chr17	81867721	81871378	-	ARHGDIA	protein_coding
chr17	81878425	81881106	-	ENSG00000263731	lncRNA
chr17	81878667	81879557	+	ENSG00000263859	lncRNA
chr17	81887835	81891586	-	ALYREF	protein_coding
chr17	81890790	81900991	+	ANAPC11	protein_coding
chr17	81900745	81902905	+	NPB	protein_coding
chr17	81900958	81911432	-	PCYT2	protein_coding
chr17	81911939	81921323	-	SIRT7	protein_coding
chr17	81918270	81927735	-	MAFG	protein_coding
chr17	81922899	81924511	+	ENSG00000264769	lncRNA
chr17	81927829	81930753	+	MAFG-DT	lncRNA
chr17	81932384	81942412	-	PYCR1	protein_coding
chr17	81932398	81933058	+	ENSG00000263585	lncRNA
chr17	81939645	81947233	-	MYADML2	protein_coding
chr17	81941869	81947601	+	ENSG00000235296	lncRNA
chr17	81952507	81961840	-	NOTUM	protein_coding
chr17	81965632	81966589	-	ENSG00000264735	lncRNA
chr17	81976807	82017406	+	ASPSCR1	protein_coding
chr17	82018702	82024107	-	CENPX	protein_coding
chr17	82023305	82031151	+	LRRC45	protein_coding
chr17	82031678	82034204	+	RAC3	protein_coding
chr17	82035136	82037709	-	DCXR	protein_coding
chr17	82035403	82035800	-	ENSG00000279372	TEC
chr17	82037872	82039380	+	DCXR-DT	lncRNA
chr17	82047902	82051831	-	RFNG	protein_coding
chr17	82050691	82057470	+	GPS1	protein_coding
chr17	82057506	82065887	-	DUS1L	protein_coding
chr17	82078338	82098294	-	FASN	protein_coding
chr17	82101460	82212878	-	CCDC57	protein_coding
chr17	82153430	82154815	+	ENSG00000265678	lncRNA
chr17	82160056	82160452	+	ENSG00000266654	lncRNA
chr17	82214227	82217352	+	ENSG00000264548	lncRNA
chr17	82217934	82261129	+	SLC16A3	protein_coding
chr17	82236668	82236728	+	MIR6787	miRNA
chr17	82239023	82273700	-	CSNK1D	protein_coding
chr17	82244770	82245591	+	ENSG00000275888	lncRNA
chr17	82249067	82251844	+	ENSG00000280407	TEC
chr17	82273748	82279645	+	ENSG00000287737	lncRNA
chr17	82290046	82292814	-	LINC01970	lncRNA
chr17	82293716	82294910	+	ENSG00000260563	lncRNA
chr17	82314868	82317608	-	CD7	protein_coding
chr17	82321024	82334074	-	SECTM1	protein_coding
chr17	82359247	82363775	+	TEX19	protein_coding
chr17	82362349	82363196	-	ENSG00000278964	TEC
chr17	82371765	82377458	+	UTS2R	protein_coding
chr17	82381110	82382690	-	ENSG00000260011	lncRNA
chr17	82389210	82418637	-	OGFOD3	protein_coding
chr17	82400703	82401382	-	ENSG00000264812	lncRNA
chr17	82417226	82417321	+	Y_RNA	misc_RNA
chr17	82418318	82442645	+	HEXD	protein_coding
chr17	82425498	82427310	+	HEXD-IT1	lncRNA
chr17	82442586	82450829	-	CYBC1	protein_coding
chr17	82450911	82452213	+	ENSG00000287193	lncRNA
chr17	82454140	82458521	-	NARF-AS2	lncRNA
chr17	82458180	82490537	+	NARF	protein_coding
chr17	82462601	82464255	+	ENSG00000279744	TEC
chr17	82476597	82477924	-	NARF-AS1	lncRNA
chr17	82482098	82483388	+	NARF-IT1	lncRNA
chr17	82519713	82644662	+	FOXK2	protein_coding
chr17	82576616	82577391	-	ENSG00000265136	processed_pseudogene
chr17	82578023	82578616	+	ENSG00000262652	lncRNA
chr17	82587313	82588411	-	ENSG00000262147	lncRNA
chr17	82602989	82604178	-	ENSG00000261845	lncRNA
chr17	82614562	82648553	-	WDR45B	protein_coding
chr17	82648849	82650657	+	ENSG00000279613	TEC
chr17	82654973	82698698	-	RAB40B	protein_coding
chr17	82668233	82668307	-	MIR4525	miRNA
chr17	82713908	82716255	-	ENSG00000263063	lncRNA
chr17	82716706	82730328	+	FN3KRP	protein_coding
chr17	82729164	82734143	-	ENSG00000263321	lncRNA
chr17	82735615	82751196	+	FN3K	protein_coding
chr17	82745068	82745709	+	ENSG00000262410	lncRNA
chr17	82752042	82945914	+	TBCD	protein_coding
chr17	82795486	82796095	-	ENSG00000263098	lncRNA
chr17	82829434	82840022	-	ZNF750	protein_coding
chr17	82918282	82918785	+	ENSG00000262663	lncRNA
chr17	82942149	83051809	-	B3GNTL1	protein_coding
chr17	82978525	82981738	+	ENSG00000262339	lncRNA
chr17	83079609	83095122	+	METRNL	protein_coding
chr17	83098377	83098987	+	ENSG00000274370	lncRNA
chr17	83104255	83106910	+	ENSG00000261888	lncRNA
chr17	83125327	83125789	+	ENSG00000288807	lncRNA
chr17	83132647	83136150	-	ENSG00000279143	TEC
chr17	83135734	83221442	+	ENSG00000262898	lncRNA
chr17	83220527	83227721	-	ENSG00000262094	lncRNA
chr17	83226897	83240804	+	RPL23AP87	transcribed_processed_pseudogene
chr18	11103	16352	+	LINC02564	lncRNA
chr18	14195	16898	-	ENSG00000263305	lncRNA
chr18	45034	46047	+	ENSG00000262181	unprocessed_pseudogene
chr18	47221	49615	-	TUBB8B	protein_coding
chr18	49815	73545	-	ENSG00000282965	lncRNA
chr18	80140	88570	-	IL9RP4	unprocessed_pseudogene
chr18	94202	94330	-	ENSG00000274446	processed_pseudogene
chr18	109065	122340	+	ROCK1P1	transcribed_unprocessed_pseudogene
chr18	112256	112339	-	MIR8078	miRNA
chr18	158383	214629	+	USP14	protein_coding
chr18	214520	268050	-	THOC1	protein_coding
chr18	268148	270278	+	THOC1-DT	lncRNA
chr18	316737	319165	+	ENSG00000264514	lncRNA
chr18	316737	500722	-	COLEC12	protein_coding
chr18	423744	424416	-	ENSG00000265477	lncRNA
chr18	508568	515294	-	LINC01925	lncRNA
chr18	580380	582114	+	CETN1	protein_coding
chr18	586517	586850	-	RN7SKP146	misc_RNA
chr18	596988	650334	+	CLUL1	protein_coding
chr18	623743	626492	-	ENSG00000288533	lncRNA
chr18	630886	658340	-	TYMSOS	lncRNA
chr18	650229	652843	+	ENSG00000266456	lncRNA
chr18	653985	657259	-	ENSG00000263727	lncRNA
chr18	657653	673578	+	TYMS	protein_coding
chr18	670318	712662	-	ENOSF1	protein_coding
chr18	706523	707648	+	ENSG00000265490	lncRNA
chr18	721588	812546	-	YES1	protein_coding
chr18	735746	737459	+	ENSG00000266171	lncRNA
chr18	738058	739444	+	ENSG00000264339	lncRNA
chr18	738058	739662	-	ENSG00000264635	lncRNA
chr18	797989	798135	-	RNU1-109P	snRNA
chr18	813274	813756	+	ENSG00000273355	lncRNA
chr18	832238	832469	+	BOLA2P1	processed_pseudogene
chr18	856526	857045	+	ENSG00000264179	processed_pseudogene
chr18	894435	907680	-	ENSG00000265671	lncRNA
chr18	902766	906667	-	ENSG00000265179	lncRNA
chr18	904871	912172	+	ADCYAP1	protein_coding
chr18	926083	927993	-	LINC01904	lncRNA
chr18	962592	976883	-	ENSG00000272461	lncRNA
chr18	976589	1310018	+	ENSG00000263551	lncRNA
chr18	1159198	1160404	-	SLC25A3P3	processed_pseudogene
chr18	1176790	1177012	-	COX6CP3	processed_pseudogene
chr18	1254383	1408344	-	LINC00470	lncRNA
chr18	1323794	1324085	-	RN7SKP72	misc_RNA
chr18	1357651	1357942	+	ENSG00000263396	processed_pseudogene
chr18	1362445	1363873	-	ENSG00000265417	processed_pseudogene
chr18	1509022	2049510	+	ENSG00000266602	lncRNA
chr18	1655177	1779955	+	ENSG00000266450	lncRNA
chr18	1780329	1782064	+	ENSG00000264080	lncRNA
chr18	1883524	2489426	-	ENSG00000263745	lncRNA
chr18	1927727	1929094	-	AIDAP3	processed_pseudogene
chr18	2506628	2511580	-	ENSG00000286975	lncRNA
chr18	2537525	2571509	-	METTL4	protein_coding
chr18	2555358	2555492	+	ENSG00000238575	snoRNA
chr18	2561172	2562220	-	ENSG00000266783	lncRNA
chr18	2568392	2569122	+	ENSG00000264150	processed_pseudogene
chr18	2571557	2616635	+	NDC80	protein_coding
chr18	2593674	2594913	-	KATNBL1P3	processed_pseudogene
chr18	2621090	2621201	+	Y_RNA	misc_RNA
chr18	2649761	2649867	-	RNU6-340P	snRNA
chr18	2652170	2655395	-	CBX3P2	transcribed_processed_pseudogene
chr18	2655726	2805017	+	SMCHD1	protein_coding
chr18	2688564	2833065	-	ENSG00000266049	lncRNA
chr18	2778941	2779057	+	Y_RNA	misc_RNA
chr18	2845351	2847850	-	ENSG00000289061	lncRNA
chr18	2847006	2916003	+	EMILIN2	protein_coding
chr18	2916994	3013144	-	LPIN2	protein_coding
chr18	2920966	2921685	+	ENSG00000272625	lncRNA
chr18	2945550	2946890	-	CHORDC1P4	transcribed_processed_pseudogene
chr18	2948238	2960756	+	ENSG00000265907	lncRNA
chr18	2967018	2985410	+	ENSG00000266397	lncRNA
chr18	2990652	2991078	+	SNRPCP4	processed_pseudogene
chr18	3025069	3025387	-	ENSG00000277447	processed_pseudogene
chr18	3025434	3025566	-	SNORA70	snoRNA
chr18	3066807	3219968	-	MYOM1	protein_coding
chr18	3093568	3093629	+	RNU7-25P	snRNA
chr18	3190397	3247277	+	ENSG00000265399	lncRNA
chr18	3246401	3247086	-	ENSG00000272688	lncRNA
chr18	3247481	3256236	+	MYL12A	protein_coding
chr18	3255436	3261850	-	MYL12-AS1	lncRNA
chr18	3261479	3278461	+	MYL12B	protein_coding
chr18	3284120	3330984	+	ENSG00000266578	lncRNA
chr18	3347696	3383532	-	LINC01895	lncRNA
chr18	3377916	3378247	-	RPL31P59	processed_pseudogene
chr18	3394889	3395312	+	IGLJCOR18	IG_C_pseudogene
chr18	3406342	3406818	-	RPL21P127	processed_pseudogene
chr18	3411608	3459978	+	TGIF1	protein_coding
chr18	3415145	3415580	+	BOD1P1	transcribed_processed_pseudogene
chr18	3466250	3478978	+	GAPLINC	lncRNA
chr18	3496032	4455307	-	DLGAP1	protein_coding
chr18	3571215	3571511	-	RN7SL39P	misc_RNA
chr18	3580169	3580754	+	ENSG00000266373	processed_pseudogene
chr18	3593732	3598363	+	DLGAP1-AS1	lncRNA
chr18	3603000	3610103	+	DLGAP1-AS2	lncRNA
chr18	3653030	3656282	+	ENSG00000266401	lncRNA
chr18	3770017	3771430	-	ENSG00000266513	lncRNA
chr18	3878058	3897069	+	DLGAP1-AS3	lncRNA
chr18	3885353	3885432	+	MIR6718	miRNA
chr18	3894699	3894805	-	RNU6-831P	snRNA
chr18	3962353	4024150	+	DLGAP1-AS4	lncRNA
chr18	3977649	3978615	-	GAPDHP66	processed_pseudogene
chr18	4264602	4295405	+	DLGAP1-AS5	lncRNA
chr18	4430945	4431152	+	ENSG00000264246	processed_pseudogene
chr18	4459230	4459458	+	ELOCP27	processed_pseudogene
chr18	4775054	5004537	-	ENSG00000266268	lncRNA
chr18	5002759	5003254	-	PPIAP14	processed_pseudogene
chr18	5081171	5098780	+	LINC01892	lncRNA
chr18	5132749	5133229	-	BOD1P2	processed_pseudogene
chr18	5142911	5197503	-	AKAIN1	protein_coding
chr18	5159332	5171026	+	ENSG00000266153	lncRNA
chr18	5197165	5215497	+	ENSG00000285575	lncRNA
chr18	5232876	5238526	-	ENSG00000265091	lncRNA
chr18	5236724	5238598	-	LINC00526	lncRNA
